City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
327,isangel,-19.55,169.2667,25.81,82,100,1.32,VU,1675177776
328,gao,16.6362,1.637,29.55,3,100,3.54,ML,1675177777
329,polson,47.6936,-114.1632,-14.88,97,100,0.24,US,1675177777
330,alcaniz,41.05,-0.1333,10.19,51,6,7.49,ES,1675177601
331,dixon,38.4455,-121.8233,5.0,26,0,5.14,US,1675177778
332,villa florida,-26.3833,-57.15,35.68,36,12,1.26,PY,1675177780
333,galle,6.0367,80.217,25.21,80,100,6.58,LK,1675177560
334,vieques,18.425,-65.8329,28.02,57,20,6.69,PR,1675177780
335,touros,-5.1989,-35.4608,30.26,61,100,7.16,BR,1675177781
336,beyneu,45.3167,55.2,1.43,69,11,6.98,KZ,1675177782
337,hirara,24.8,125.2833,19.98,62,0,6.63,JP,1675177782
338,tual,-5.6667,132.75,28.0,80,100,5.39,ID,1675177783
339,koyelga,54.6522,60.9049,-9.98,87,76,3.53,RU,1675177783
340,george town,5.4112,100.3354,28.96,65,20,1.54,MY,1675177623
341,rock sound,24.9,-76.2,24.63,70,17,5.15,BS,1675177784
342,itarema,-2.9248,-39.9167,29.76,61,89,7.06,BR,1675177785
343,itubera,-13.7322,-39.1492,29.48,56,40,3.29,BR,1675177785
344,mayaguez,18.2011,-67.1396,29.41,64,93,4.47,PR,1675177786
345,sao raimundo das mangabeiras,-7.0219,-45.4811,32.46,44,10,4.29,BR,1675177786
346,grand forks,47.9417,-97.4337,-26.04,71,20,3.09,US,1675177683
347,sisimiut,66.9395,-53.6735,-14.35,86,100,5.06,GL,1675177787
348,ambilobe,-13.2,49.05,26.3,86,43,1.56,MG,1675177788
349,rudna,50.035,14.2344,4.1,81,40,9.39,CZ,1675177788
350,ahipara,-35.1667,173.1667,18.95,96,77,2.73,NZ,1675177789
351,yatou,37.15,122.3833,1.34,63,1,2.76,CN,1675177790
352,zambezi,-13.5432,23.1047,18.83,95,100,2.71,ZM,1675177790
353,cherskiy,68.75,161.3,-18.33,98,100,0.98,RU,1675177791
354,mehriz,31.5917,54.4318,12.28,37,46,5.54,IR,1675177650
355,flagstaff,35.1981,-111.6513,-1.38,91,100,5.14,US,1675177792
356,naumburg,51.15,11.8167,5.95,85,100,10.42,DE,1675177792
357,batemans bay,-35.7167,150.1833,20.05,87,100,1.91,AU,1675177793
358,loubomo,-4.1997,12.6739,30.42,57,68,0.91,CG,1675177793
359,havre-saint-pierre,50.2334,-63.5986,-17.42,79,39,2.15,CA,1675177794
360,auki,-8.7676,160.7034,25.28,85,96,0.68,SB,1675177795
361,hambantota,6.1241,81.1185,25.19,100,40,1.54,LK,1675177796
